StudyHours,Attendance,AssignmentCompletion,MidtermScore,FinalScore,Extracurricular,Internet,Gender,Age,StressLevel,IncomeLevel,ParentEducation,Participation,SleepHours,Department,Quizzes_Avg,Projects_Score,Total_Score,FinalGrade,at_risk,source
14.0,88.0,64.0,65.46,65.1,1,1,0,20,1,1,1,,,,,,,1,1,dataset3
14.0,88.0,95.0,52.99,54.76,1,1,0,24,2,1,1,,,,,,,1,1,dataset3
25.0,92.0,63.0,68.42,68.61,0,1,0,18,2,2,1,,,,,,,1,1,dataset3
25.0,92.0,55.0,40.0,41.16,0,1,0,20,1,2,1,,,,,,,0,1,dataset3
25.0,92.0,56.0,99.41,99.71,0,1,0,24,0,2,1,,,,,,,3,0,dataset3
25.0,92.0,63.0,70.57,66.77,1,1,0,18,2,2,1,,,,,,,1,1,dataset3
25.0,92.0,55.0,40.0,42.28,1,1,0,20,1,2,1,,,,,,,0,1,dataset3
25.0,92.0,56.0,100.0,99.57,1,1,0,24,0,2,1,,,,,,,3,0,dataset3
25.0,92.0,63.0,67.76,66.44,1,1,0,18,2,1,1,,,,,,,1,1,dataset3
25.0,92.0,55.0,40.0,40.18,1,1,0,20,1,1,1,,,,,,,0,1,dataset3
25.0,92.0,56.0,100.0,100.0,1,1,0,24,0,1,1,,,,,,,3,0,dataset3
25.0,92.0,63.0,69.28,67.65,0,1,0,18,2,1,2,,,,,,,1,1,dataset3
25.0,92.0,55.0,40.28,41.8,0,1,0,20,1,1,2,,,,,,,0,1,dataset3
25.0,92.0,56.0,97.32,100.0,0,1,0,24,0,1,2,,,,,,,3,0,dataset3
26.0,68.0,94.0,48.39,49.9,0,1,0,19,2,2,0,,,,,,,0,1,dataset3
26.0,68.0,55.0,58.62,59.52,0,1,0,25,0,2,0,,,,,,,1,1,dataset3
26.0,68.0,94.0,52.0,51.77,1,1,0,19,2,1,2,,,,,,,0,1,dataset3
26.0,68.0,55.0,58.85,58.65,1,1,0,25,0,1,2,,,,,,,1,1,dataset3
18.0,65.0,99.0,83.31,81.47,1,1,0,21,1,1,1,,,,,,,2,0,dataset3
18.0,65.0,61.0,46.06,43.85,1,1,0,21,2,1,1,,,,,,,0,1,dataset3
18.0,65.0,99.0,80.05,82.47,1,1,0,21,1,2,0,,,,,,,2,0,dataset3
18.0,65.0,61.0,45.26,42.29,1,1,0,21,2,2,0,,,,,,,0,1,dataset3
12.0,76.0,98.0,48.04,43.28,1,1,0,24,2,0,1,,,,,,,0,1,dataset3
12.0,76.0,78.0,65.3,64.87,1,1,0,28,2,0,1,,,,,,,1,1,dataset3
29.0,93.0,80.0,67.96,69.61,0,1,1,18,0,2,1,,,,,,,2,0,dataset3
29.0,93.0,74.0,74.04,74.05,0,1,1,19,1,2,1,,,,,,,2,0,dataset3
29.0,93.0,80.0,69.01,70.65,1,1,1,18,0,1,1,,,,,,,2,0,dataset3
29.0,93.0,74.0,72.25,76.21,1,1,1,19,1,1,1,,,,,,,2,0,dataset3
29.0,93.0,80.0,70.59,68.21,1,0,1,18,0,1,1,,,,,,,2,0,dataset3
29.0,93.0,74.0,77.13,73.11,1,0,1,19,1,1,1,,,,,,,2,0,dataset3
29.0,93.0,80.0,69.29,72.75,0,1,1,18,0,2,1,,,,,,,2,0,dataset3
29.0,93.0,74.0,76.44,75.54,0,1,1,19,1,2,1,,,,,,,2,0,dataset3
12.0,84.0,51.0,100.0,99.34,1,0,1,28,0,2,1,,,,,,,3,0,dataset3
12.0,84.0,51.0,99.25,100.0,0,1,1,28,0,1,1,,,,,,,3,0,dataset3
12.0,84.0,51.0,97.85,100.0,0,0,1,28,0,2,2,,,,,,,3,0,dataset3
26.0,86.0,68.0,93.26,90.45,1,1,1,25,2,2,1,,,,,,,3,0,dataset3
26.0,86.0,68.0,94.13,90.24,0,1,1,25,2,0,1,,,,,,,3,0,dataset3
26.0,86.0,68.0,93.12,91.38,1,1,1,25,2,0,1,,,,,,,3,0,dataset3
20.0,93.0,78.0,61.11,66.16,0,1,0,23,1,0,1,,,,,,,1,1,dataset3
20.0,93.0,87.0,75.3,74.37,0,1,0,29,1,0,1,,,,,,,2,0,dataset3
20.0,93.0,77.0,45.42,46.31,0,1,0,23,2,0,1,,,,,,,0,1,dataset3
20.0,93.0,75.0,46.42,48.36,0,1,0,29,2,0,1,,,,,,,0,1,dataset3
20.0,93.0,78.0,65.54,61.73,1,0,0,23,1,1,0,,,,,,,1,1,dataset3
20.0,93.0,87.0,74.66,77.78,1,0,0,29,1,1,0,,,,,,,2,0,dataset3
20.0,93.0,77.0,50.03,46.28,1,0,0,23,2,1,0,,,,,,,0,1,dataset3
20.0,93.0,75.0,46.33,46.64,1,0,0,29,2,1,0,,,,,,,0,1,dataset3
20.0,93.0,78.0,65.14,63.3,0,1,0,23,1,1,0,,,,,,,1,1,dataset3
20.0,93.0,87.0,79.83,74.61,0,1,0,29,1,1,0,,,,,,,2,0,dataset3
20.0,93.0,77.0,45.5,48.49,0,1,0,23,2,1,0,,,,,,,0,1,dataset3
20.0,93.0,75.0,48.41,47.1,0,1,0,29,2,1,0,,,,,,,0,1,dataset3
11.0,88.0,51.0,59.76,63.08,1,1,1,24,0,2,0,,,,,,,1,1,dataset3
11.0,88.0,74.0,81.36,82.82,1,1,1,27,2,2,0,,,,,,,2,0,dataset3
11.0,88.0,51.0,64.11,62.0,1,1,1,24,0,1,0,,,,,,,1,1,dataset3
11.0,88.0,74.0,84.44,82.12,1,1,1,27,2,1,0,,,,,,,2,0,dataset3
25.0,97.0,80.0,49.04,49.81,1,1,1,21,2,2,2,,,,,,,0,1,dataset3
25.0,97.0,60.0,48.56,49.14,1,1,1,29,1,2,2,,,,,,,0,1,dataset3
25.0,97.0,80.0,50.25,49.93,1,1,1,21,2,1,1,,,,,,,0,1,dataset3
25.0,97.0,60.0,50.0,48.52,1,1,1,29,1,1,1,,,,,,,0,1,dataset3
25.0,97.0,80.0,46.73,46.94,1,1,1,21,2,2,1,,,,,,,0,1,dataset3
25.0,97.0,60.0,49.86,46.26,1,1,1,29,1,2,1,,,,,,,0,1,dataset3
25.0,97.0,80.0,48.89,47.56,1,1,1,21,2,2,2,,,,,,,0,1,dataset3
25.0,97.0,60.0,47.7,50.52,1,1,1,29,1,2,2,,,,,,,0,1,dataset3
25.0,97.0,80.0,48.54,50.56,1,1,1,21,2,1,0,,,,,,,0,1,dataset3
25.0,97.0,60.0,48.06,48.32,1,1,1,29,1,1,0,,,,,,,0,1,dataset3
12.0,75.0,79.0,88.67,84.51,1,1,0,26,2,1,2,,,,,,,3,0,dataset3
12.0,75.0,54.0,93.29,90.67,1,1,0,26,0,1,2,,,,,,,3,0,dataset3
12.0,75.0,79.0,88.72,88.39,0,1,0,26,2,2,0,,,,,,,3,0,dataset3
12.0,75.0,54.0,91.08,95.36,0,1,0,26,0,2,0,,,,,,,3,0,dataset3
20.0,95.0,61.0,93.34,89.66,1,0,1,18,0,0,0,,,,,,,3,0,dataset3
20.0,95.0,55.0,87.87,87.78,1,0,1,22,0,0,0,,,,,,,3,0,dataset3
20.0,95.0,61.0,93.07,91.68,0,1,1,18,0,1,1,,,,,,,3,0,dataset3
20.0,95.0,55.0,86.64,84.94,0,1,1,22,0,1,1,,,,,,,3,0,dataset3
20.0,95.0,61.0,92.39,93.43,1,1,1,18,0,0,1,,,,,,,3,0,dataset3
20.0,95.0,55.0,88.17,86.69,1,1,1,22,0,0,1,,,,,,,3,0,dataset3
20.0,95.0,61.0,93.93,93.68,1,1,1,18,0,0,0,,,,,,,3,0,dataset3
20.0,95.0,55.0,83.73,83.45,1,1,1,22,0,0,0,,,,,,,3,0,dataset3
20.0,95.0,61.0,94.09,90.91,0,1,1,18,0,1,0,,,,,,,3,0,dataset3
20.0,95.0,55.0,85.48,84.92,0,1,1,22,0,1,0,,,,,,,3,0,dataset3
20.0,95.0,61.0,90.52,90.98,1,1,1,18,0,0,0,,,,,,,3,0,dataset3
20.0,95.0,55.0,88.22,86.01,1,1,1,22,0,0,0,,,,,,,3,0,dataset3
20.0,95.0,61.0,91.59,90.7,1,1,1,18,0,2,0,,,,,,,3,0,dataset3
20.0,95.0,55.0,87.85,85.67,1,1,1,22,0,2,0,,,,,,,3,0,dataset3
16.0,72.0,68.0,80.58,81.21,0,0,0,29,1,0,1,,,,,,,2,0,dataset3
16.0,72.0,53.0,94.02,98.41,0,0,0,18,1,0,1,,,,,,,3,0,dataset3
16.0,72.0,86.0,72.97,73.62,0,0,0,21,2,0,1,,,,,,,2,0,dataset3
16.0,72.0,68.0,79.6,82.92,0,1,0,29,1,1,1,,,,,,,2,0,dataset3
16.0,72.0,53.0,98.53,95.26,0,1,0,18,1,1,1,,,,,,,3,0,dataset3
16.0,72.0,86.0,71.66,71.95,0,1,0,21,2,1,1,,,,,,,2,0,dataset3
17.0,83.0,83.0,93.66,91.13,1,1,1,19,2,1,0,,,,,,,3,0,dataset3
17.0,83.0,83.0,91.52,91.65,0,1,1,19,2,1,1,,,,,,,3,0,dataset3
17.0,83.0,83.0,92.72,92.59,1,1,1,19,2,1,1,,,,,,,3,0,dataset3
17.0,83.0,83.0,95.69,91.39,1,1,1,19,2,0,0,,,,,,,3,0,dataset3
17.0,83.0,83.0,91.91,94.62,0,1,1,19,2,2,0,,,,,,,3,0,dataset3
17.0,83.0,83.0,94.88,96.99,1,1,1,19,2,1,2,,,,,,,3,0,dataset3
17.0,83.0,83.0,96.5,91.6,0,1,1,19,2,1,1,,,,,,,3,0,dataset3
34.0,74.0,54.0,99.08,99.93,1,1,0,23,1,0,1,,,,,,,3,0,dataset3
34.0,74.0,77.0,88.87,84.71,1,1,0,28,1,0,1,,,,,,,3,0,dataset3
29.0,90.0,79.0,90.65,94.02,1,1,1,22,1,1,1,,,,,,,3,0,dataset3
29.0,90.0,76.0,45.5,47.86,1,1,1,26,2,1,1,,,,,,,0,1,dataset3
29.0,90.0,76.0,99.37,99.42,1,1,1,26,2,1,1,,,,,,,3,0,dataset3
12.0,81.0,78.0,81.29,77.68,1,1,1,23,1,1,1,,,,,,,2,0,dataset3
12.0,81.0,76.0,74.84,72.89,1,1,1,24,2,1,1,,,,,,,2,0,dataset3
12.0,81.0,67.0,63.98,60.54,1,1,1,26,2,1,1,,,,,,,1,1,dataset3
12.0,81.0,93.0,66.49,66.44,1,1,1,25,2,1,1,,,,,,,1,1,dataset3
12.0,81.0,78.0,77.27,82.47,0,1,1,23,1,1,0,,,,,,,2,0,dataset3
12.0,81.0,76.0,75.71,75.69,0,1,1,24,2,1,0,,,,,,,2,0,dataset3
12.0,81.0,67.0,64.07,64.34,0,1,1,26,2,1,0,,,,,,,1,1,dataset3
12.0,81.0,93.0,66.84,67.2,0,1,1,25,2,1,0,,,,,,,1,1,dataset3
12.0,81.0,78.0,82.4,82.3,1,1,1,23,1,1,2,,,,,,,2,0,dataset3
12.0,81.0,76.0,73.02,73.7,1,1,1,24,2,1,2,,,,,,,2,0,dataset3
12.0,81.0,67.0,61.77,60.9,1,1,1,26,2,1,2,,,,,,,1,1,dataset3
12.0,81.0,93.0,69.24,69.03,1,1,1,25,2,1,2,,,,,,,1,1,dataset3
12.0,81.0,78.0,81.78,78.68,1,1,1,23,1,1,2,,,,,,,2,0,dataset3
12.0,81.0,76.0,74.09,71.32,1,1,1,24,2,1,2,,,,,,,2,0,dataset3
12.0,81.0,67.0,60.78,60.76,1,1,1,26,2,1,2,,,,,,,1,1,dataset3
12.0,81.0,93.0,65.29,67.65,1,1,1,25,2,1,2,,,,,,,1,1,dataset3
12.0,81.0,78.0,80.94,80.64,1,1,1,23,1,1,2,,,,,,,2,0,dataset3
12.0,81.0,76.0,73.31,72.56,1,1,1,24,2,1,2,,,,,,,2,0,dataset3
12.0,81.0,67.0,65.02,64.36,1,1,1,26,2,1,2,,,,,,,1,1,dataset3
12.0,81.0,93.0,69.7,68.64,1,1,1,25,2,1,2,,,,,,,1,1,dataset3
16.0,63.0,80.0,54.83,55.52,0,1,0,24,1,1,2,,,,,,,0,1,dataset3
16.0,63.0,53.0,65.27,66.51,0,1,0,25,0,1,2,,,,,,,1,1,dataset3
16.0,63.0,80.0,54.73,54.68,0,1,0,24,1,2,0,,,,,,,0,1,dataset3
16.0,63.0,53.0,65.11,67.52,0,1,0,25,0,2,0,,,,,,,1,1,dataset3
16.0,63.0,80.0,51.0,51.55,0,1,0,24,1,0,1,,,,,,,0,1,dataset3
16.0,63.0,53.0,63.2,64.86,0,1,0,25,0,0,1,,,,,,,1,1,dataset3
32.0,83.0,87.0,61.31,61.87,1,1,1,24,2,1,0,,,,,,,1,1,dataset3
32.0,83.0,83.0,71.42,66.11,1,1,1,26,2,1,0,,,,,,,1,1,dataset3
32.0,83.0,58.0,50.43,50.78,1,1,1,19,2,1,0,,,,,,,0,1,dataset3
32.0,83.0,87.0,60.24,61.84,1,1,1,24,2,1,1,,,,,,,1,1,dataset3
32.0,83.0,83.0,71.82,66.65,1,1,1,26,2,1,1,,,,,,,1,1,dataset3
32.0,83.0,58.0,49.15,49.76,1,1,1,19,2,1,1,,,,,,,0,1,dataset3
20.0,82.0,95.0,69.71,67.78,1,1,0,29,1,0,0,,,,,,,1,1,dataset3
20.0,82.0,77.0,55.93,58.39,1,1,0,27,2,0,0,,,,,,,1,1,dataset3
20.0,82.0,93.0,45.22,50.0,1,1,0,19,2,0,0,,,,,,,0,1,dataset3
20.0,82.0,54.0,53.51,51.28,1,1,0,27,2,0,0,,,,,,,0,1,dataset3
20.0,82.0,95.0,70.84,72.85,1,1,0,22,2,0,0,,,,,,,2,0,dataset3
20.0,82.0,95.0,75.31,74.31,1,1,0,24,1,0,0,,,,,,,2,0,dataset3
20.0,82.0,95.0,66.64,66.16,1,1,0,29,1,1,1,,,,,,,1,1,dataset3
20.0,82.0,77.0,54.39,54.88,1,1,0,27,2,1,1,,,,,,,1,1,dataset3
20.0,82.0,93.0,45.3,49.75,1,1,0,19,2,1,1,,,,,,,0,1,dataset3
20.0,82.0,54.0,48.69,50.79,1,1,0,27,2,1,1,,,,,,,0,1,dataset3
20.0,82.0,95.0,70.43,74.74,1,1,0,22,2,1,1,,,,,,,2,0,dataset3
20.0,82.0,95.0,76.56,76.22,1,1,0,24,1,1,1,,,,,,,2,0,dataset3
20.0,82.0,95.0,67.91,66.16,0,1,0,29,1,1,0,,,,,,,1,1,dataset3
20.0,82.0,77.0,56.06,57.06,0,1,0,27,2,1,0,,,,,,,1,1,dataset3
20.0,82.0,93.0,47.51,47.66,0,1,0,19,2,1,0,,,,,,,0,1,dataset3
20.0,82.0,54.0,53.57,50.54,0,1,0,27,2,1,0,,,,,,,0,1,dataset3
20.0,82.0,95.0,75.46,73.26,0,1,0,22,2,1,0,,,,,,,2,0,dataset3
20.0,82.0,95.0,76.29,77.89,0,1,0,24,1,1,0,,,,,,,2,0,dataset3
17.0,75.0,81.0,70.31,69.88,1,1,0,24,1,2,1,,,,,,,1,1,dataset3
17.0,75.0,81.0,66.92,70.42,0,1,0,24,1,0,2,,,,,,,1,1,dataset3
29.0,84.0,93.0,76.29,74.18,1,1,0,19,2,1,2,,,,,,,2,0,dataset3
29.0,84.0,86.0,90.68,87.84,1,1,0,22,2,1,2,,,,,,,3,0,dataset3
18.0,93.0,96.0,67.74,64.51,1,1,0,24,2,2,1,,,,,,,1,1,dataset3
18.0,93.0,96.0,66.89,65.58,0,1,0,24,2,1,0,,,,,,,1,1,dataset3
18.0,93.0,96.0,66.4,66.65,0,1,0,24,2,2,2,,,,,,,1,1,dataset3
18.0,93.0,96.0,69.92,67.85,0,1,0,24,2,2,2,,,,,,,1,1,dataset3
38.0,63.0,64.0,53.93,52.0,0,1,1,26,1,2,2,,,,,,,0,1,dataset3
38.0,63.0,90.0,80.61,83.42,0,1,1,20,0,2,2,,,,,,,2,0,dataset3
38.0,63.0,80.0,90.36,91.64,0,1,1,20,2,2,2,,,,,,,3,0,dataset3
27.0,69.0,75.0,76.62,75.98,1,0,0,18,2,2,1,,,,,,,2,0,dataset3
27.0,69.0,55.0,88.6,93.12,1,0,0,21,2,2,1,,,,,,,3,0,dataset3
19.0,94.0,98.0,86.11,86.89,0,1,0,18,2,0,1,,,,,,,3,0,dataset3
19.0,94.0,77.0,71.42,71.72,0,1,0,26,0,0,1,,,,,,,2,0,dataset3
19.0,94.0,98.0,84.1,88.71,0,1,0,18,2,2,1,,,,,,,3,0,dataset3
19.0,94.0,77.0,73.89,69.56,0,1,0,26,0,2,1,,,,,,,2,0,dataset3
19.0,94.0,98.0,86.16,89.29,0,1,0,18,2,1,1,,,,,,,3,0,dataset3
19.0,94.0,77.0,72.48,73.03,0,1,0,26,0,1,1,,,,,,,2,0,dataset3
19.0,94.0,98.0,84.44,89.25,1,1,0,18,2,1,1,,,,,,,3,0,dataset3
19.0,94.0,77.0,70.05,74.97,1,1,0,26,0,1,1,,,,,,,2,0,dataset3
19.0,94.0,98.0,89.34,87.11,1,1,0,18,2,0,1,,,,,,,3,0,dataset3
19.0,94.0,77.0,72.65,69.56,1,1,0,26,0,0,1,,,,,,,2,0,dataset3
38.0,86.0,83.0,86.7,82.0,0,1,0,24,1,1,2,,,,,,,2,0,dataset3
38.0,86.0,75.0,56.99,52.94,0,1,0,27,1,1,2,,,,,,,0,1,dataset3
38.0,86.0,93.0,89.23,87.62,0,1,0,18,0,1,2,,,,,,,3,0,dataset3
26.0,94.0,84.0,79.79,82.89,0,1,0,28,2,1,1,,,,,,,2,0,dataset3
26.0,94.0,84.0,83.15,79.78,0,1,0,28,2,1,0,,,,,,,2,0,dataset3
26.0,94.0,84.0,83.99,83.86,1,1,0,28,2,2,0,,,,,,,2,0,dataset3
26.0,94.0,84.0,81.78,82.22,0,1,0,28,2,1,2,,,,,,,2,0,dataset3
32.0,84.0,96.0,56.77,53.04,1,1,1,18,2,2,1,,,,,,,1,1,dataset3
32.0,84.0,96.0,56.69,54.86,1,0,1,18,2,1,1,,,,,,,1,1,dataset3
13.0,71.0,76.0,40.0,40.0,1,1,0,19,1,2,0,,,,,,,0,1,dataset3
13.0,71.0,81.0,68.45,67.96,1,1,0,27,1,2,0,,,,,,,1,1,dataset3
13.0,71.0,76.0,42.0,40.21,1,1,0,19,1,2,2,,,,,,,0,1,dataset3
13.0,71.0,81.0,69.13,65.19,1,1,0,27,1,2,2,,,,,,,1,1,dataset3
14.0,84.0,99.0,40.0,41.12,0,1,0,18,2,1,1,,,,,,,0,1,dataset3
14.0,84.0,99.0,40.0,40.0,1,1,0,18,2,2,2,,,,,,,0,1,dataset3
14.0,84.0,99.0,40.0,41.75,0,0,0,18,2,2,1,,,,,,,0,1,dataset3
14.0,84.0,99.0,40.0,41.89,1,1,0,18,2,1,2,,,,,,,0,1,dataset3
14.0,61.0,80.0,83.43,79.38,0,0,0,29,1,1,0,,,,,,,2,0,dataset3
14.0,61.0,57.0,83.22,83.29,0,0,0,21,1,1,0,,,,,,,3,0,dataset3
14.0,61.0,80.0,79.32,82.22,0,1,0,29,1,2,1,,,,,,,2,0,dataset3
14.0,61.0,57.0,84.86,88.87,0,1,0,21,1,2,1,,,,,,,3,0,dataset3
14.0,61.0,80.0,81.7,80.68,0,1,0,29,1,2,1,,,,,,,2,0,dataset3
14.0,61.0,57.0,86.2,84.56,0,1,0,21,1,2,1,,,,,,,3,0,dataset3
14.0,61.0,80.0,79.31,78.94,1,1,0,29,1,0,1,,,,,,,2,0,dataset3
14.0,61.0,57.0,83.99,84.72,1,1,0,21,1,0,1,,,,,,,3,0,dataset3
14.0,61.0,80.0,79.42,79.97,0,1,0,29,1,1,2,,,,,,,2,0,dataset3
14.0,61.0,57.0,86.02,85.54,0,1,0,21,1,1,2,,,,,,,3,0,dataset3
17.0,90.0,91.0,50.63,52.93,0,1,1,28,2,2,1,,,,,,,0,1,dataset3
17.0,90.0,75.0,94.69,90.64,0,1,1,21,1,2,1,,,,,,,3,0,dataset3
17.0,90.0,91.0,51.78,49.31,0,1,1,28,2,1,0,,,,,,,0,1,dataset3
17.0,90.0,75.0,89.35,91.24,0,1,1,21,1,1,0,,,,,,,3,0,dataset3
17.0,90.0,91.0,53.38,54.13,0,1,1,28,2,1,1,,,,,,,0,1,dataset3
17.0,90.0,75.0,90.97,91.99,0,1,1,21,1,1,1,,,,,,,3,0,dataset3
13.0,83.0,64.0,92.92,94.79,1,1,0,25,2,1,1,,,,,,,3,0,dataset3
13.0,83.0,93.0,40.0,41.02,1,1,0,20,2,1,1,,,,,,,0,1,dataset3
13.0,83.0,66.0,51.42,49.66,1,1,0,19,2,1,1,,,,,,,0,1,dataset3
13.0,83.0,64.0,93.63,90.16,0,1,0,25,2,0,2,,,,,,,3,0,dataset3
13.0,83.0,93.0,43.57,42.17,0,1,0,20,2,0,2,,,,,,,0,1,dataset3
13.0,83.0,66.0,49.57,51.22,0,1,0,19,2,0,2,,,,,,,0,1,dataset3
13.0,83.0,64.0,91.01,92.62,0,1,0,25,2,1,1,,,,,,,3,0,dataset3
13.0,83.0,93.0,40.79,42.53,0,1,0,20,2,1,1,,,,,,,0,1,dataset3
13.0,83.0,66.0,53.56,52.36,0,1,0,19,2,1,1,,,,,,,0,1,dataset3
19.0,68.0,79.0,57.41,52.26,1,1,1,21,2,1,1,,,,,,,1,1,dataset3
19.0,68.0,63.0,88.54,92.82,1,1,1,25,0,1,1,,,,,,,3,0,dataset3
19.0,68.0,79.0,52.79,55.2,1,1,1,21,2,2,2,,,,,,,1,1,dataset3
19.0,68.0,63.0,90.97,90.35,1,1,1,25,0,2,2,,,,,,,3,0,dataset3
19.0,68.0,79.0,52.64,55.23,1,1,1,21,2,0,0,,,,,,,1,1,dataset3
19.0,68.0,63.0,90.07,91.67,1,1,1,25,0,0,0,,,,,,,3,0,dataset3
35.0,77.0,56.0,84.89,84.9,1,1,0,18,1,2,1,,,,,,,3,0,dataset3
9.0,86.0,100.0,97.82,96.5,0,1,0,19,2,1,2,,,,,,,3,0,dataset3
9.0,86.0,60.0,72.7,69.01,0,1,0,28,1,1,2,,,,,,,2,0,dataset3
9.0,86.0,65.0,46.98,43.1,0,1,0,29,2,1,2,,,,,,,0,1,dataset3
9.0,86.0,100.0,96.25,94.55,0,1,0,19,2,2,1,,,,,,,3,0,dataset3
9.0,86.0,60.0,70.59,67.96,0,1,0,28,1,2,1,,,,,,,2,0,dataset3
9.0,86.0,65.0,46.14,41.97,0,1,0,29,2,2,1,,,,,,,0,1,dataset3
15.0,74.0,87.0,61.7,63.24,1,1,1,18,2,1,1,,,,,,,1,1,dataset3
15.0,74.0,93.0,62.14,63.37,1,1,1,18,1,1,1,,,,,,,1,1,dataset3
15.0,74.0,87.0,63.45,62.24,0,0,1,18,2,2,0,,,,,,,1,1,dataset3
15.0,74.0,93.0,59.24,60.5,0,0,1,18,1,2,0,,,,,,,1,1,dataset3
15.0,74.0,87.0,63.42,62.87,1,1,1,18,2,1,1,,,,,,,1,1,dataset3
15.0,74.0,93.0,58.46,62.72,1,1,1,18,1,1,1,,,,,,,1,1,dataset3
15.0,74.0,87.0,65.17,61.3,0,1,1,18,2,0,0,,,,,,,1,1,dataset3
15.0,74.0,93.0,59.52,59.18,0,1,1,18,1,0,0,,,,,,,1,1,dataset3
15.0,74.0,87.0,62.87,62.26,0,1,1,18,2,0,1,,,,,,,1,1,dataset3
15.0,74.0,93.0,58.73,63.96,0,1,1,18,1,0,1,,,,,,,1,1,dataset3
15.0,74.0,87.0,66.19,64.42,0,1,1,18,2,2,1,,,,,,,1,1,dataset3
15.0,74.0,93.0,60.96,58.83,0,1,1,18,1,2,1,,,,,,,1,1,dataset3
15.0,74.0,87.0,64.43,62.63,1,1,1,18,2,1,0,,,,,,,1,1,dataset3
15.0,74.0,93.0,61.42,59.01,1,1,1,18,1,1,0,,,,,,,1,1,dataset3
15.0,74.0,87.0,63.46,61.75,0,1,1,18,2,2,0,,,,,,,1,1,dataset3
15.0,74.0,93.0,59.16,62.78,0,1,1,18,1,2,0,,,,,,,1,1,dataset3
15.0,95.0,69.0,94.47,92.97,1,1,0,18,1,1,0,,,,,,,3,0,dataset3
15.0,95.0,63.0,91.76,94.79,1,1,0,18,0,1,0,,,,,,,3,0,dataset3
15.0,95.0,90.0,58.62,59.99,1,1,0,22,1,1,0,,,,,,,1,1,dataset3
15.0,95.0,69.0,94.26,93.32,0,1,0,18,1,1,2,,,,,,,3,0,dataset3
15.0,95.0,63.0,92.25,92.55,0,1,0,18,0,1,2,,,,,,,3,0,dataset3
15.0,95.0,90.0,59.84,59.85,0,1,0,22,1,1,2,,,,,,,1,1,dataset3
15.0,95.0,69.0,92.85,93.91,0,1,0,18,1,0,2,,,,,,,3,0,dataset3
15.0,95.0,63.0,93.7,91.9,0,1,0,18,0,0,2,,,,,,,3,0,dataset3
15.0,95.0,90.0,62.25,61.7,0,1,0,22,1,0,2,,,,,,,1,1,dataset3
15.0,95.0,69.0,93.74,95.11,0,1,0,18,1,0,1,,,,,,,3,0,dataset3
15.0,95.0,63.0,94.87,91.72,0,1,0,18,0,0,1,,,,,,,3,0,dataset3
15.0,95.0,90.0,62.28,63.38,0,1,0,22,1,0,1,,,,,,,1,1,dataset3
15.0,95.0,69.0,91.76,90.48,1,1,0,18,1,1,0,,,,,,,3,0,dataset3
15.0,95.0,63.0,92.93,93.09,1,1,0,18,0,1,0,,,,,,,3,0,dataset3
15.0,95.0,90.0,60.63,61.66,1,1,0,22,1,1,0,,,,,,,1,1,dataset3
15.0,95.0,69.0,91.84,93.36,1,1,0,18,1,1,2,,,,,,,3,0,dataset3
15.0,95.0,63.0,96.91,91.58,1,1,0,18,0,1,2,,,,,,,3,0,dataset3
15.0,95.0,90.0,62.88,62.79,1,1,0,22,1,1,2,,,,,,,1,1,dataset3
15.0,95.0,69.0,90.99,95.84,1,1,0,18,1,1,0,,,,,,,3,0,dataset3
15.0,95.0,63.0,91.03,92.09,1,1,0,18,0,1,0,,,,,,,3,0,dataset3
15.0,95.0,90.0,58.26,63.37,1,1,0,22,1,1,0,,,,,,,1,1,dataset3
11.0,81.0,63.0,45.46,47.34,1,1,0,23,1,1,2,,,,,,,0,1,dataset3
11.0,81.0,52.0,61.69,66.62,1,1,0,18,2,1,2,,,,,,,1,1,dataset3
11.0,81.0,74.0,78.2,76.06,1,1,0,29,2,1,2,,,,,,,2,0,dataset3
11.0,81.0,79.0,46.15,45.75,1,1,0,19,1,1,2,,,,,,,0,1,dataset3
11.0,81.0,94.0,53.42,49.36,1,1,0,21,2,1,2,,,,,,,0,1,dataset3
36.0,96.0,71.0,55.29,59.3,0,1,0,20,2,0,1,,,,,,,1,1,dataset3
36.0,96.0,62.0,87.4,89.04,0,1,0,20,0,0,1,,,,,,,3,0,dataset3
29.0,66.0,57.0,55.05,54.22,0,1,1,19,2,2,1,,,,,,,1,1,dataset3
29.0,66.0,89.0,62.86,59.14,0,1,1,29,2,2,1,,,,,,,1,1,dataset3
22.0,86.0,86.0,44.03,43.9,0,1,0,19,2,1,1,,,,,,,0,1,dataset3
22.0,86.0,82.0,68.46,66.62,0,1,0,24,2,1,1,,,,,,,1,1,dataset3
22.0,86.0,86.0,42.06,41.16,0,1,0,19,2,0,1,,,,,,,0,1,dataset3
22.0,86.0,82.0,67.17,65.66,0,1,0,24,2,0,1,,,,,,,1,1,dataset3
31.0,68.0,58.0,90.67,94.96,1,1,1,27,2,2,0,,,,,,,3,0,dataset3
31.0,68.0,51.0,91.39,90.03,1,1,1,19,0,2,0,,,,,,,3,0,dataset3
31.0,68.0,91.0,91.49,90.54,1,1,1,21,2,2,0,,,,,,,3,0,dataset3
31.0,68.0,55.0,98.59,100.0,1,1,1,19,2,2,0,,,,,,,3,0,dataset3
12.0,98.0,73.0,72.8,71.32,1,0,0,22,1,0,1,,,,,,,2,0,dataset3
